,CID,카테고리명,KDC분류,KDC분류명,GenreEnum
11407,78073,삼육구십,37,교육학,EDUCATION
11408,77727,리딩영어사,74,영어,ENGLISH
11409,77671,마더텅,37,교육학,EDUCATION
11410,155902,수능형 MP3,37,교육학,EDUCATION
11411,155903,수능기출 문제집(까만책),37,교육학,EDUCATION
11412,155904,수능기출 모의고사(빨간책),37,교육학,EDUCATION
11413,119621,수능기출문제집,37,교육학,EDUCATION
11414,127595,미니모의고사,37,교육학,EDUCATION
11415,114633,100%영어듣기,74,영어,ENGLISH
11416,122791,학평기출문제집,37,교육학,EDUCATION
11417,186327,1등급 어휘력,37,교육학,EDUCATION
11418,186328,수능기출 300제,37,교육학,EDUCATION
11419,78163,100%수능형,37,교육학,EDUCATION
11420,78164,연도별수능기출문제집,37,교육학,EDUCATION
11421,78165,4주완성,37,교육학,EDUCATION
11422,78166,연도별이코노미,37,교육학,EDUCATION
11423,112611,매쓰에듀케이션강수,37,교육학,EDUCATION
11424,112614,For수학모의고사,41,수학,MATHEMATICS
11425,77690,맨투맨,37,교육학,EDUCATION
11426,78092,MAN-TO-MAN 종합영어,74,영어,ENGLISH
11427,78093,Man To Man 클릭,37,교육학,EDUCATION
11428,78094,Man to Man 기본영어,74,영어,ENGLISH
11429,172389,콕콕 EBS 변형,37,교육학,EDUCATION
11430,172390,메가헤르츠 수학,41,수학,MATHEMATICS
11431,124677,함정 N제,37,교육학,EDUCATION
11432,155905,EBS 분석노트 유사변형,37,교육학,EDUCATION
11433,155906,개념백과,37,교육학,EDUCATION
11434,155907,CPR 수학문제기본서,41,수학,MATHEMATICS
11435,155908,시그니처 30,37,교육학,EDUCATION
11436,155909,수능영단어,37,교육학,EDUCATION
11437,155910,절대평가 큐,37,교육학,EDUCATION
11438,79423,메가N제,37,교육학,EDUCATION
11439,78108,N-tree엔트리,37,교육학,EDUCATION
11440,78109,기출해설서_E후,37,교육학,EDUCATION
11441,78110,메가OO제_언어영역,70,언어,LANGUAGE
11442,78111,메가OO제_외국어영역,37,교육학,EDUCATION
11443,78112,메가OO제_수리영역,37,교육학,EDUCATION
11444,78113,메가OO제_사탐영역,37,교육학,EDUCATION
11445,78114,메가OO제_과탐영역,37,교육학,EDUCATION
11446,78115,12종문학기본서,80,문학,LITERATURE
11447,78116,플래닛,37,교육학,EDUCATION
11448,78117,메시지,37,교육학,EDUCATION
11449,78118,더뉴클래식,37,교육학,EDUCATION
11450,78119,나이스,37,교육학,EDUCATION
11451,78814,메가OO제,37,교육학,EDUCATION
11452,78815,기출해설서,37,교육학,EDUCATION
11453,87487,EBS분석노트,37,교육학,EDUCATION
11454,87488,EBS외전,37,교육학,EDUCATION
11455,87489,알랑가몰라,37,교육학,EDUCATION
11456,90521,수능분석노트,37,교육학,EDUCATION
11457,87318,수학 개념서 XL(엑스라지),41,수학,MATHEMATICS
11458,178808,수능기출분석서,37,교육학,EDUCATION
11459,122134,자격시리즈,37,교육학,EDUCATION
11461,117164,수능독학매일풀기,37,교육학,EDUCATION
11462,118507,EBS시크릿특강,37,교육학,EDUCATION
11463,88310,EBS콕콕모의고사,37,교육학,EDUCATION
11464,177805,EBS분석노트,37,교육학,EDUCATION
11465,177806,예비기출분석서,37,교육학,EDUCATION
11466,173594,메가실전모의고사,37,교육학,EDUCATION
11470,110710,매일30분_3주완성,37,교육학,EDUCATION
11471,107034,502기출문제집,37,교육학,EDUCATION
11472,107035,듣기모의고사,37,교육학,EDUCATION
11473,107036,매일30분,37,교육학,EDUCATION
11474,107037,수학개념서XL,41,수학,MATHEMATICS
11475,107038,일등공신교과서,37,교육학,EDUCATION
11476,107039,티슈,37,교육학,EDUCATION
11477,107040,필살기,37,교육학,EDUCATION
11478,148294,천기누출 봉투모의고사,37,교육학,EDUCATION
11479,157757,수력ON(고등),37,교육학,EDUCATION
11480,78104,수능파스타,37,교육학,EDUCATION
11481,78105,수능안테나,37,교육학,EDUCATION
11482,78106,큐피드,37,교육학,EDUCATION
11483,78107,기출해설서_E전,37,교육학,EDUCATION
11484,79175,과학,37,교육학,EDUCATION
11485,79176,수학,41,수학,MATHEMATICS
11486,79177,사회,37,교육학,EDUCATION
11487,79178,국어,37,교육학,EDUCATION
11488,79179,영어,74,영어,ENGLISH
11489,77685,메가북스,37,교육학,EDUCATION
11490,79270,메인에듀,37,교육학,EDUCATION
11491,121404,명진아트,37,교육학,EDUCATION
11492,121406,수능 백전백승,37,교육학,EDUCATION
11493,121631,변형문제,37,교육학,EDUCATION
11494,121629,모자이크,37,교육학,EDUCATION
11495,77660,미래엔,37,교육학,EDUCATION
11496,123360,N기출,37,교육학,EDUCATION
11497,113106,붐 특강,37,교육학,EDUCATION
11498,158858,올리드 시험직보(고등),37,교육학,EDUCATION
11499,158859,그래머바이트(고등),37,교육학,EDUCATION
11500,158860,리딩바이트(고등),37,교육학,EDUCATION
11501,158861,워드바이트,37,교육학,EDUCATION
11502,163638,수능주도권,37,교육학,EDUCATION
11503,131117,파사쥬 팝,37,교육학,EDUCATION
11504,78250,1등급 만들기,37,교육학,EDUCATION
11505,78251,깨부수기,37,교육학,EDUCATION
11506,78252,단비를 만나다,37,교육학,EDUCATION
11507,78253,매쓰블릭,37,교육학,EDUCATION
11508,78254,수능 적중 기출 & 예상 문제집,37,교육학,EDUCATION
11509,78255,Allead(올리드),37,교육학,EDUCATION
11510,113908,1등급 만들기,37,교육학,EDUCATION
11511,113909,문학집중,80,문학,LITERATURE
11512,114975,투지 to.Z 영단어,37,교육학,EDUCATION
11513,147564,유형중심(고등),37,교육학,EDUCATION
11514,147565,NEW올리드,37,교육학,EDUCATION
11515,147566,N기출_고등,37,교육학,EDUCATION
11516,147567,학과보고,37,교육학,EDUCATION
11517,147568,손쉬운,37,교육학,EDUCATION
11518,79168,파사쥬 붐,37,교육학,EDUCATION
11519,135452,수학중심(고등),41,수학,MATHEMATICS
11520,165049,룩(LOOK),37,교육학,EDUCATION
11521,78027,적성검사,37,교육학,EDUCATION
11522,77717,박문각,37,교육학,EDUCATION
11523,128389,베리타스큐,37,교육학,EDUCATION
11524,128390,수능최종모의고사,37,교육학,EDUCATION
11525,77657,블랙박스(JINHAK),37,교육학,EDUCATION
11526,147663,블랙라벨_더개념,37,교육학,EDUCATION
11527,147664,블랙라벨_공식집,37,교육학,EDUCATION
11528,147665,그림어원(수능),37,교육학,EDUCATION
11529,130291,통큰전국연합기출,37,교육학,EDUCATION
11530,78267,단호박,37,교육학,EDUCATION
11531,78268,기출스페셜,37,교육학,EDUCATION
11532,78269,블랙라벨,37,교육학,EDUCATION
11533,78270,언어스캔들,70,언어,LANGUAGE
11534,118934,비법노트,37,교육학,EDUCATION
11535,122413,통큰수능기출,37,교육학,EDUCATION
11536,162756,지금필수(고등),37,교육학,EDUCATION
11537,162841,Full수록,37,교육학,EDUCATION
11538,78129,완자,37,교육학,EDUCATION
11539,78130,내공의 힘,37,교육학,EDUCATION
11540,78131,한권으로끝내기,37,교육학,EDUCATION
11541,78132,개념플러스,37,교육학,EDUCATION
11542,78133,오투,37,교육학,EDUCATION
11543,78134,수능 아우라,37,교육학,EDUCATION
11544,78135,ssol 쏠,37,교육학,EDUCATION
11545,78136,언어예찬,70,언어,LANGUAGE
11546,78137,리더스뱅크,37,교육학,EDUCATION
11547,178010,완자기출픽,37,교육학,EDUCATION
11548,114034,단기특강,37,교육학,EDUCATION
11549,85553,수능카운트다운,37,교육학,EDUCATION
11550,90431,개플문,37,교육학,EDUCATION
11551,90432,속전속결,37,교육학,EDUCATION
11552,90433,내플수,37,교육학,EDUCATION
11553,150397,만렙수학(고등),41,수학,MATHEMATICS
11554,108546,한끝국어영역,37,교육학,EDUCATION
11555,108547,한끝영어영역,74,영어,ENGLISH
11556,108548,한끝사회탐구,37,교육학,EDUCATION
11557,108549,고등과학,37,교육학,EDUCATION
11558,108550,과학탐구,37,교육학,EDUCATION
11559,77679,비상교육,37,교육학,EDUCATION
11560,108545,개플문수학,41,수학,MATHEMATICS
11561,77677,비전,37,교육학,EDUCATION
11562,78139,우선순위,37,교육학,EDUCATION
11563,78140,쭉쭉 읽어라,37,교육학,EDUCATION
11564,78125,사이언스 브릿지,37,교육학,EDUCATION
11565,78126,강남인강,37,교육학,EDUCATION
11566,77681,사이언스브릿지,37,교육학,EDUCATION
11567,77703,사피엔스21,37,교육학,EDUCATION
11568,121880,냥쌤과 함께하는 국어여행,37,교육학,EDUCATION
11569,78816,수능리셋,37,교육학,EDUCATION
11570,122266,컬렉션,37,교육학,EDUCATION
11571,78064,언어의기술,70,언어,LANGUAGE
11572,78065,수학의재구성,41,수학,MATHEMATICS
11573,78066,시간단축,37,교육학,EDUCATION
11574,78067,기적시리즈,37,교육학,EDUCATION
11575,78068,유난히수학,41,수학,MATHEMATICS
11576,78069,경선식영단어,37,교육학,EDUCATION
11577,78021,상상쏙,37,교육학,EDUCATION
11578,77722,상상아카데미,37,교육학,EDUCATION
11579,112610,생각의질서,37,교육학,EDUCATION
11580,112613,한석원모의고사,37,교육학,EDUCATION
11581,131810,넘버원모의고사,37,교육학,EDUCATION
11582,131809,생각이큰사람,37,교육학,EDUCATION
11583,77713,서울고시각,37,교육학,EDUCATION
11584,78033,사관학교,37,교육학,EDUCATION
11585,78138,한수위,37,교육학,EDUCATION
11586,77678,서울에듀,37,교육학,EDUCATION
11587,77725,서원각,37,교육학,EDUCATION
11588,109834,기분업,37,교육학,EDUCATION
11589,78016,수시완전정복,37,교육학,EDUCATION
11590,78017,수시미니핸드북,37,교육학,EDUCATION
11591,78144,성문영어,74,영어,ENGLISH
11592,77675,성문출판사,37,교육학,EDUCATION
11593,77728,성실교육,37,교육학,EDUCATION
11594,77676,성지출판,37,교육학,EDUCATION
11595,78141,수학의정석,41,수학,MATHEMATICS
11596,78142,기본수학유형집,41,수학,MATHEMATICS
11597,78143,실력수학,41,수학,MATHEMATICS
11598,124784,형상기억,37,교육학,EDUCATION
11599,122341,키워드,37,교육학,EDUCATION
11600,118764,일등급,37,교육학,EDUCATION
11601,161228,개념이지,37,교육학,EDUCATION
11602,119903,0순위,37,교육학,EDUCATION
11603,119624,수력충전(고등),37,교육학,EDUCATION
11604,133078,절대평가,37,교육학,EDUCATION
11605,133079,결정적보카,37,교육학,EDUCATION
11606,131539,바른개념,37,교육학,EDUCATION
11607,179326,심플 자이스토리,37,교육학,EDUCATION
11608,179327,자이 비문학 독해,80,문학,LITERATURE
11609,138719,0순위모의고사,37,교육학,EDUCATION
11610,148852,최강적중 파이널,37,교육학,EDUCATION
11611,79172,자이스토리,37,교육학,EDUCATION
11612,152143,문제로보카,37,교육학,EDUCATION
11613,152144,1등급고난도,37,교육학,EDUCATION
11614,78101,자이스토리,37,교육학,EDUCATION
11615,78102,올찬,37,교육학,EDUCATION
11616,78103,자이프리미엄,37,교육학,EDUCATION
11617,132743,DMZ수학(고등),41,수학,MATHEMATICS
11618,133795,XiP수학영역,41,수학,MATHEMATICS
11619,132781,XiP영어영역,74,영어,ENGLISH
11620,132782,XiP국어영역,37,교육학,EDUCATION
11621,143870,XiP사회탐구영역,37,교육학,EDUCATION
11622,143871,XiP과학탐구영역,37,교육학,EDUCATION
11623,132783,Xi한국사,37,교육학,EDUCATION
11624,132776,Xi수학영역,41,수학,MATHEMATICS
11625,132777,Xi영어영역,74,영어,ENGLISH
11626,132778,Xi국어영역,37,교육학,EDUCATION
11627,132779,Xi사회탐구영역,37,교육학,EDUCATION
11628,132780,Xi과학탐구영역,37,교육학,EDUCATION
11629,79173,수능실전편,37,교육학,EDUCATION
11630,79174,수능기본편,37,교육학,EDUCATION
11631,77686,수경,37,교육학,EDUCATION
11632,119620,수능의기술,37,교육학,EDUCATION
11633,106689,수와이야기,37,교육학,EDUCATION
11634,106691,스토리텔링수학(고등과정),41,수학,MATHEMATICS
11635,77694,수학은국력,41,수학,MATHEMATICS
11636,78081,꿀꺽수학,41,수학,MATHEMATICS
11637,78082,라이브,41,수학,MATHEMATICS
11638,78075,생강,37,교육학,EDUCATION
11639,77698,스터디하우스,37,교육학,EDUCATION
11640,122023,스토리페인터,37,교육학,EDUCATION
11641,122026,이원준 실전모의고사,37,교육학,EDUCATION
11642,77716,시대교육,37,교육학,EDUCATION
11643,78028,구술면접/입학사정관,37,교육학,EDUCATION
11644,78029,대입적성검사,37,교육학,EDUCATION
11645,124994,필기노트로 수능 다잡기,37,교육학,EDUCATION
11646,150276,시대인재books,37,교육학,EDUCATION
11647,150277,한완수,37,교육학,EDUCATION
11648,150278,일격필살,37,교육학,EDUCATION
11649,150279,이해원,37,교육학,EDUCATION
11650,150280,포카칩,37,교육학,EDUCATION
11651,167007,UAA&DCAF,37,교육학,EDUCATION
11652,162931,폴라리스,37,교육학,EDUCATION
11653,77693,쎄듀,37,교육학,EDUCATION
11654,122792,고교영어 절대평가 PLAN A,74,영어,ENGLISH
11655,154535,올씀,37,교육학,EDUCATION
11656,157608,원샷영어,74,영어,ENGLISH
11657,78083,천일문,37,교육학,EDUCATION
11658,78084,어법끝 어휘끝,37,교육학,EDUCATION
11659,78085,쎄듀 모의고사,37,교육학,EDUCATION
11660,78086,첫단추시리즈,37,교육학,EDUCATION
11661,78087,파워업시리즈,37,교육학,EDUCATION
11662,78088,천일문SW,37,교육학,EDUCATION
11663,77720,쏠티북스,37,교육학,EDUCATION
11664,77715,씨사이트,37,교육학,EDUCATION
11665,85836,씨사이트,37,교육학,EDUCATION
11666,85837,계통수학,41,수학,MATHEMATICS
11667,114423,수학의샘,41,수학,MATHEMATICS
11668,114424,아샘수학,41,수학,MATHEMATICS
11669,114425,짱어려운수학,41,수학,MATHEMATICS
11670,114426,짱중요한수학,41,수학,MATHEMATICS
11671,131115,Hi Math,37,교육학,EDUCATION
11672,79622,센터링 수학,41,수학,MATHEMATICS
11673,79623,짱 쉬운 유형 수학,41,수학,MATHEMATICS
11674,79624,20강짜리 수리영역 수학,41,수학,MATHEMATICS
11675,79621,아름다운샘,37,교육학,EDUCATION
11676,121405,아이오씨에스,37,교육학,EDUCATION
11677,121408,앤디션,37,교육학,EDUCATION
11678,77691,아이옥스,37,교육학,EDUCATION
11679,78090,지피지기,37,교육학,EDUCATION
11680,78091,개념원론,37,교육학,EDUCATION
11681,78072,강남인강,37,교육학,EDUCATION
11682,77701,애니모비,37,교육학,EDUCATION
11683,77699,에듀왕,37,교육학,EDUCATION
11684,122604,에듀왕,37,교육학,EDUCATION
11685,78074,공부의 신,37,교육학,EDUCATION
11686,122608,자신감수학(고등),41,수학,MATHEMATICS
11687,78162,대훈수학,41,수학,MATHEMATICS
11688,77672,에브라임,37,교육학,EDUCATION
11689,88829,오르비,37,교육학,EDUCATION
11690,119258,포카칩모의평가,37,교육학,EDUCATION
11691,119259,히든카이스모의고사,37,교육학,EDUCATION
11692,119260,KU모의고사,37,교육학,EDUCATION
11693,119261,수능실록,37,교육학,EDUCATION
11694,120755,TOP모의고사,37,교육학,EDUCATION
11695,121117,색시한 세모변,37,교육학,EDUCATION
11696,115165,한권으로 완성하는 수학,41,수학,MATHEMATICS
11697,136091,오르비 N제,37,교육학,EDUCATION
11698,114634,수학의 기준,41,수학,MATHEMATICS
11699,120545,리듬농구 모의평가,37,교육학,EDUCATION
11700,120579,쌍승 모의평가,37,교육학,EDUCATION
11701,120580,라인 모의평가,37,교육학,EDUCATION
11702,77692,유웨이북스,37,교육학,EDUCATION
11703,78089,공감,37,교육학,EDUCATION
11704,78034,필수영단어,37,교육학,EDUCATION
11705,77711,은파윈쓰리,37,교육학,EDUCATION
11706,77684,이룸E&B,37,교육학,EDUCATION
11707,122560,실시간,37,교육학,EDUCATION
11708,122561,굿비,37,교육학,EDUCATION
11709,163633,미래로 하우투 수능,37,교육학,EDUCATION
11710,163634,숨마쿰라우데 스타트업(고등),37,교육학,EDUCATION
11711,163635,숨마쿰라우데 라이트수학,41,수학,MATHEMATICS
11712,78120,숨마쿰라우데,37,교육학,EDUCATION
11713,78121,미래로수능기출,37,교육학,EDUCATION
11714,123359,PaceMaker,37,교육학,EDUCATION
11715,78022,수능리허설,37,교육학,EDUCATION
11716,78023,E·수능연계,37,교육학,EDUCATION
11717,136092,비기,37,교육학,EDUCATION
11718,123259,ez 전국연합학력평가,37,교육학,EDUCATION
11719,77721,이지수능,37,교육학,EDUCATION
11720,77656,이투스그룹,37,교육학,EDUCATION
11721,88375,전반전,37,교육학,EDUCATION
11722,88376,반전,37,교육학,EDUCATION
11723,121081,반전_수능파이널,37,교육학,EDUCATION
11724,111975,반전_수능실전편,37,교육학,EDUCATION
11725,111976,반전_약점체크편,37,교육학,EDUCATION
11726,84909,수학의바이블(프리미엄),41,수학,MATHEMATICS
11727,84910,수학의바이블(컬렉터),41,수학,MATHEMATICS
11728,113245,BOB바이블(고등),41,수학,MATHEMATICS
11729,86825,국어,37,교육학,EDUCATION
11730,86826,영어,74,영어,ENGLISH
11731,86827,수학,41,수학,MATHEMATICS
11732,114428,2주만에 끝내는,37,교육학,EDUCATION
11733,122993,본사탐,37,교육학,EDUCATION
11734,146438,24g수학개념,41,수학,MATHEMATICS
11735,146439,수능 고쟁이,37,교육학,EDUCATION
11736,115063,강실전모의고사(신승범),37,교육학,EDUCATION
11737,122950,리딩마스터,37,교육학,EDUCATION
11738,119625,최고난도,37,교육학,EDUCATION
11739,119622,너희들의기출문제,37,교육학,EDUCATION
11740,119623,master완전학습,37,교육학,EDUCATION
11741,78271,新수학의 바이블,41,수학,MATHEMATICS
11742,78272,누드문제집,37,교육학,EDUCATION
11743,78273,수능기출사,37,교육학,EDUCATION
11744,78274,몽땅벗기기,37,교육학,EDUCATION
11745,78275,누드교과서_1Day,37,교육학,EDUCATION
11746,78276,누드교과서_언수외,37,교육학,EDUCATION
11747,78277,누드교과서SE_과탐,37,교육학,EDUCATION
11748,78278,누드교과서SE_사탐,37,교육학,EDUCATION
11749,78279,누드교과서_사과탐,37,교육학,EDUCATION
11750,78280,6inch 수학,41,수학,MATHEMATICS
11751,78281,워드마스터,37,교육학,EDUCATION
11752,78282,반전모의고사,37,교육학,EDUCATION
11753,175273,BON 본,37,교육학,EDUCATION
11754,175274,BON 본 내신,37,교육학,EDUCATION
11755,84908,新수학의 바이블,41,수학,MATHEMATICS
11756,84883,리슨마스터,37,교육학,EDUCATION
11757,134100,하이퍼최고난도,37,교육학,EDUCATION
11758,134101,어삼쉬사,37,교육학,EDUCATION
11759,134102,구문사고력,37,교육학,EDUCATION
11760,134103,강모의고사(신승범),37,교육학,EDUCATION
11761,134104,결정적시리즈,37,교육학,EDUCATION
11762,175265,15분 모의고사,37,교육학,EDUCATION
11763,175266,작전 모의고사,37,교육학,EDUCATION
11764,175267,작전모의,37,교육학,EDUCATION
11765,175268,쏙(SOC),37,교육학,EDUCATION
11766,175269,파워크북 수학,41,수학,MATHEMATICS
11767,175270,개념픽수학,41,수학,MATHEMATICS
11768,175271,일단락 국어,37,교육학,EDUCATION
11769,175272,BON 본 N제,37,교육학,EDUCATION
11770,106557,누드문제집,37,교육학,EDUCATION
11771,114949,쌤통,37,교육학,EDUCATION
11772,86823,531프로젝트,37,교육학,EDUCATION
11773,86824,누드특강,37,교육학,EDUCATION
11774,120644,넘버원모의고사,37,교육학,EDUCATION
11775,119850,논술로,37,교육학,EDUCATION
11776,79271,누드교과서,37,교육학,EDUCATION
11777,79272,누드교과서SE,37,교육학,EDUCATION
11778,132146,이투스 수능 기출문제집,37,교육학,EDUCATION
11779,123587,심슨,37,교육학,EDUCATION
11780,131811,강특별모의고사(신승범),37,교육학,EDUCATION
11781,123440,The All,37,교육학,EDUCATION
11782,125231,지발선,37,교육학,EDUCATION
11783,140078,내신 고쟁이,37,교육학,EDUCATION
11784,78042,3개년,37,교육학,EDUCATION
11785,78043,7개년,37,교육학,EDUCATION
11786,78044,4개년,37,교육학,EDUCATION
11787,78045,5개년,37,교육학,EDUCATION
11788,111612,리얼 수능 봉투 모의고사,37,교육학,EDUCATION
11789,122505,리얼DNA,37,교육학,EDUCATION
11790,122506,2개년,37,교육학,EDUCATION
11791,151940,4개년,37,교육학,EDUCATION
11792,77708,입시플라이,37,교육학,EDUCATION
11793,120576,제니케이스,37,교육학,EDUCATION
11794,120577,수능 최종모의고사,37,교육학,EDUCATION
11795,124823,사.과탐 전문 기출문제,37,교육학,EDUCATION
11796,114952,ASCENT 어센트,37,교육학,EDUCATION
11797,114948,제이앤에스(JNS),37,교육학,EDUCATION
11798,77666,좋은책신사고,37,교육학,EDUCATION
11799,163213,쎈기출,37,교육학,EDUCATION
11800,161537,쎈수학_베이직,41,수학,MATHEMATICS
11801,123484,쎈수학_개념쎈라이트(고등),41,수학,MATHEMATICS
11802,78832,쏙쏙쏙,37,교육학,EDUCATION
11803,129157,첫오감도,37,교육학,EDUCATION
11804,178526,30일컷,37,교육학,EDUCATION
11805,106551,알수학,41,수학,MATHEMATICS
11806,106552,한국사바로가기,37,교육학,EDUCATION
11807,106556,큐사이언스,37,교육학,EDUCATION
11808,106532,다트,37,교육학,EDUCATION
11809,106533,국.쉬.원,37,교육학,EDUCATION
11810,169511,초빈출,37,교육학,EDUCATION
11811,176656,쎈기출_연도별 수능,37,교육학,EDUCATION
11812,136168,피드백 파이널,37,교육학,EDUCATION
11813,122793,특작,37,교육학,EDUCATION
11814,109806,라이트쎈,37,교육학,EDUCATION
11815,90574,꿀특강,37,교육학,EDUCATION
11816,123640,오감도최다문항,37,교육학,EDUCATION
11817,176336,우공비Q(고등),37,교육학,EDUCATION
11818,178696,쎈기출0zero,37,교육학,EDUCATION
11819,178697,진짜 기출,37,교육학,EDUCATION
11820,178698,우공비Q 등급업N제,37,교육학,EDUCATION
11821,152145,올킬,37,교육학,EDUCATION
11822,152146,문.지.영,37,교육학,EDUCATION
11823,122081,TOP수능영어,74,영어,ENGLISH
11824,107041,단기공략,37,교육학,EDUCATION
11825,181754,쎈기출 모의고사,37,교육학,EDUCATION
11826,157303,기본영어,74,영어,ENGLISH
11827,157304,독해파헤치기,37,교육학,EDUCATION
11828,157305,별보카(고등),37,교육학,EDUCATION
11829,164266,수능1교시,37,교육학,EDUCATION
11830,78179,특작,37,교육학,EDUCATION
11831,78180,쎈수학고등,41,수학,MATHEMATICS
11832,78181,오감도,37,교육학,EDUCATION
11833,78182,The M(디:엠),37,교육학,EDUCATION
11834,78183,신사고 팝콘,37,교육학,EDUCATION
11835,78184,일품,37,교육학,EDUCATION
11836,78185,피드백 파이널,37,교육학,EDUCATION
11837,78186,수능다큐,37,교육학,EDUCATION
11838,78187,우공비고등,37,교육학,EDUCATION
11839,78188,수능두배,37,교육학,EDUCATION
11840,78189,Concept,37,교육학,EDUCATION
11841,78190,베테랑,37,교육학,EDUCATION
11842,78191,샐러드,37,교육학,EDUCATION
11843,78192,신사고 V수능,37,교육학,EDUCATION
11844,78193,진짜영문법,37,교육학,EDUCATION
11845,78194,개념쎈,37,교육학,EDUCATION
11846,78195,언어의기술,70,언어,LANGUAGE
11847,78196,Concept新수능,37,교육학,EDUCATION
11848,131592,기출의 법칙,37,교육학,EDUCATION
11849,78221,네버다이 수능기출문제,37,교육학,EDUCATION
11850,78222,A+ 사과향,37,교육학,EDUCATION
11851,78223,A+ 수능 ASAP(아삽),37,교육학,EDUCATION
11852,78224,A+ 솔리드 리뉴,37,교육학,EDUCATION
11853,78225,A+ 초강수,37,교육학,EDUCATION
11854,78226,A+ 수능단기특강 촉,37,교육학,EDUCATION
11855,78227,A+ New Leader,37,교육학,EDUCATION
11856,123588,A+ 크레센도,37,교육학,EDUCATION
11857,124449,A+ 페이스메이커,37,교육학,EDUCATION
11858,78218,A+ 수능 올리고,37,교육학,EDUCATION
11859,78219,쉽게풀자 용기 100배,37,교육학,EDUCATION
11860,78220,자습서,37,교육학,EDUCATION
11861,77664,중앙교육진흥연구소,37,교육학,EDUCATION
11862,77697,중앙입시문제연구소,37,교육학,EDUCATION
11863,119838,중앙입시문제연구소,37,교육학,EDUCATION
11864,78076,5개년 수능기출모음집,37,교육학,EDUCATION
11865,78077,6개년 수능기출문제집,37,교육학,EDUCATION
11866,123103,3월 모의고사 대비,37,교육학,EDUCATION
11867,123104,예비고1,37,교육학,EDUCATION
11868,119841,수능 최종점검,37,교육학,EDUCATION
11869,129901,MANAGER,37,교육학,EDUCATION
11870,129233,D-100,37,교육학,EDUCATION
11871,125023,6월모의고사,37,교육학,EDUCATION
11872,129686,11월모의고사,37,교육학,EDUCATION
11873,122233,핵심체크,37,교육학,EDUCATION
11874,128262,9월모의고사,37,교육학,EDUCATION
11876,111356,학업성취도,37,교육학,EDUCATION
11877,111357,신수능레시피,37,교육학,EDUCATION
11878,111358,6월모의고사,37,교육학,EDUCATION
11879,111359,9월모의고사,37,교육학,EDUCATION
11880,111360,D-100수능기출,37,교육학,EDUCATION
11881,111361,EBS영단어,37,교육학,EDUCATION
11882,111362,3월모의고사,37,교육학,EDUCATION
11883,111363,단원별기출,37,교육학,EDUCATION
11884,111364,신수능기출,37,교육학,EDUCATION
11885,111365,3개년기출,37,교육학,EDUCATION
11886,111355,중앙TSP,37,교육학,EDUCATION
11887,77719,즐겨찾기,37,교육학,EDUCATION
11888,79778,속공,37,교육학,EDUCATION
11889,78024,듄공부,37,교육학,EDUCATION
11890,78025,EBS연계,37,교육학,EDUCATION
11891,78026,지플러스,37,교육학,EDUCATION
11893,79777,EBS유형정리,37,교육학,EDUCATION
11894,78046,1등급시리즈,37,교육학,EDUCATION
11895,78047,BEST수능특강,37,교육학,EDUCATION
11896,78048,쫑내기시리즈,37,교육학,EDUCATION
11897,78049,수나공,37,교육학,EDUCATION
11898,114064,수날자,37,교육학,EDUCATION
11899,77707,지공신공,37,교육학,EDUCATION
11900,77710,지담교육,37,교육학,EDUCATION
11901,78035,입학사정관제,37,교육학,EDUCATION
11902,78036,대입적성검사,37,교육학,EDUCATION
11903,78037,수능HISTORY,37,교육학,EDUCATION
11904,78038,논신만점논술,37,교육학,EDUCATION
11905,130265,지스트북,37,교육학,EDUCATION
11906,130266,몰입 파이널,37,교육학,EDUCATION
11907,130267,몰입 수능특강,37,교육학,EDUCATION
11908,148692,Reading it,45,지학,GEOLOGY
11909,148693,Listening it,45,지학,GEOLOGY
11910,77665,지학사,45,지학,GEOLOGY
11911,122637,it 시리즈,45,지학,GEOLOGY
11912,148685,기출의고백_FINAL,45,지학,GEOLOGY
11913,148686,개념있는,45,지학,GEOLOGY
11914,148687,교과서수능,45,지학,GEOLOGY
11915,148688,핵심큐,45,지학,GEOLOGY
11916,148689,개념풀,45,지학,GEOLOGY
11917,148690,달달한한국사,45,지학,GEOLOGY
11918,148691,수능어휘집,45,지학,GEOLOGY
11919,114353,기출의 고백,45,지학,GEOLOGY
11920,114354,하이라이트 단기특강,45,지학,GEOLOGY
11921,114356,하이라이트 중간.기말 대비 평가문제집,45,지학,GEOLOGY
11922,123041,최우선순,45,지학,GEOLOGY
11923,176959,풍산자 일등급유형,45,지학,GEOLOGY
11924,122507,풍산자약점공략,45,지학,GEOLOGY
11925,151259,풍산자 라이트,45,지학,GEOLOGY
11926,151260,풍산자 반복수학,41,수학,MATHEMATICS
11927,123138,교과서수능,45,지학,GEOLOGY
11928,78197,핵심,45,지학,GEOLOGY
11929,78198,수(秀),45,지학,GEOLOGY
11930,78199,자습서,45,지학,GEOLOGY
11931,78200,스페셜,45,지학,GEOLOGY
11932,78201,풍산자,45,지학,GEOLOGY
11933,78202,독서평설(정기구독),45,지학,GEOLOGY
11934,78203,비트,45,지학,GEOLOGY
11935,78204,교과서뛰어넘기,45,지학,GEOLOGY
11936,78205,"단,",45,지학,GEOLOGY
11937,78206,언어알약,70,언어,LANGUAGE
11938,78207,레시피,45,지학,GEOLOGY
11939,78208,꽉잡기,45,지학,GEOLOGY
