,CID,카테고리명,KDC분류,KDC분류명,GenreEnum
16593,74973,언어알약,70,언어,LANGUAGE
16594,74974,레시피,45,지학,GEOLOGY
16595,74975,꽉잡기,45,지학,GEOLOGY
16596,74976,EG ALIVE,45,지학,GEOLOGY
16597,74977,영어듣기말하기,74,영어,ENGLISH
16598,74978,영문독해,45,지학,GEOLOGY
16599,74979,풍산자필수유형,45,지학,GEOLOGY
16600,74980,자율학습,45,지학,GEOLOGY
16601,74981,현대문학감상,80,문학,LITERATURE
16602,74982,실전모의고사,45,지학,GEOLOGY
16603,74983,출제자의Sign찾기,45,지학,GEOLOGY
16604,74989,독서평설,45,지학,GEOLOGY
16605,45692,하이라이트 특강,45,지학,GEOLOGY
16606,45558,하이라이트 Listening Speaking Reading,45,지학,GEOLOGY
16607,45561,수신 &,45,지학,GEOLOGY
16608,45562,레시피,45,지학,GEOLOGY
16609,45385,자율학습(고등학교 자습서),45,지학,GEOLOGY
16610,44890,하이라이트 핵심,45,지학,GEOLOGY
16611,45125,선,45,지학,GEOLOGY
16612,44909,수,45,지학,GEOLOGY
16613,45447,비콘,45,지학,GEOLOGY
16614,47544,독서평설,45,지학,GEOLOGY
16615,47498,풍산자,45,지학,GEOLOGY
16616,45855,수제비,45,지학,GEOLOGY
16617,46711,스페셜,45,지학,GEOLOGY
16618,74839,교과서뛰어넘기,45,지학,GEOLOGY
16619,44939,참 플러스,45,지학,GEOLOGY
16620,45056,파이널 체크,45,지학,GEOLOGY
16621,45462,내신 &,45,지학,GEOLOGY
16622,47654,비트,45,지학,GEOLOGY
16623,46178,꼭풀기,37,교육학,EDUCATION
16624,41875,진학에듀,37,교육학,EDUCATION
16625,42811,참다래,37,교육학,EDUCATION
16626,47080,수능기출/평가원 모음집,37,교육학,EDUCATION
16627,74800,수시적성,37,교육학,EDUCATION
16628,40902,창과창,37,교육학,EDUCATION
16629,44874,Soft 7차교육과정 기본서,37,교육학,EDUCATION
16630,44769,듀오,37,교육학,EDUCATION
16631,45042,하이브레인 더블피드백,37,교육학,EDUCATION
16632,45157,수능 박치기,37,교육학,EDUCATION
16633,42159,창의력개발연구소,32,경제학,ECONOMICS
16634,46505,꿩먹고 알먹고,32,경제학,ECONOMICS
16635,46528,수능먹고 대학먹고 프로젝트,37,교육학,EDUCATION
16636,74869,찜2012,37,교육학,EDUCATION
16637,60153,언어영역 찜,70,언어,LANGUAGE
16638,60154,찜 전국연합,37,교육학,EDUCATION
16639,59099,책을빚는사람들의터,37,교육학,EDUCATION
16640,40897,천재교육,37,교육학,EDUCATION
16641,46877,셀파,37,교육학,EDUCATION
16642,47598,체크체크,37,교육학,EDUCATION
16643,47594,해법 수준별,37,교육학,EDUCATION
16644,45625,최종점검,37,교육학,EDUCATION
16645,45296,미래창조,37,교육학,EDUCATION
16646,45292,해법 4%,37,교육학,EDUCATION
16647,45121,스피드 솔루션,37,교육학,EDUCATION
16648,45454,해법 빈도순 수능 기출문제집,37,교육학,EDUCATION
16649,45442,해법 베이직,37,교육학,EDUCATION
16650,45435,Dream Book(드림북),37,교육학,EDUCATION
16651,45896,천재교육 자습서,37,교육학,EDUCATION
16652,45946,고등 올백,37,교육학,EDUCATION
16653,45745,DICA(디카),37,교육학,EDUCATION
16654,45585,시선집중,37,교육학,EDUCATION
16655,74872,수능EX,37,교육학,EDUCATION
16656,74887,셀파기본영어,74,영어,ENGLISH
16657,74888,스피드솔류션,37,교육학,EDUCATION
16658,74748,셀파해법수학,41,수학,MATHEMATICS
16659,74749,개벽언어,70,언어,LANGUAGE
16660,74750,다문항수학,41,수학,MATHEMATICS
16661,74751,셀파실전모의고사,37,교육학,EDUCATION
16662,74752,수능달인,37,교육학,EDUCATION
16663,74896,고등셀파,37,교육학,EDUCATION
16664,74897,수능터치,37,교육학,EDUCATION
16665,74898,수능셀파,37,교육학,EDUCATION
16666,74899,내신ZiP,37,교육학,EDUCATION
16667,74900,해법문학,80,문학,LITERATURE
16668,45496,수능급소,37,교육학,EDUCATION
16669,45497,HB Grammar,37,교육학,EDUCATION
16670,45498,Shortcut 듣기,37,교육학,EDUCATION
16671,45507,Up & Up,37,교육학,EDUCATION
16672,46201,무한도전,37,교육학,EDUCATION
16673,45158,해법 테크노,37,교육학,EDUCATION
16674,44719,해법 문제집,37,교육학,EDUCATION
16675,41760,탄탄교육/(주)수학은국력,41,수학,MATHEMATICS
16676,46030,10주 꿀꺽 수학,41,수학,MATHEMATICS
16677,46118,평가원.전국연합 모음집,37,교육학,EDUCATION
16678,46151,전국연합학력평가 모음집,37,교육학,EDUCATION
16679,47574,핵심 4개년 모의고사 모음집,37,교육학,EDUCATION
16680,41829,파워북,37,교육학,EDUCATION
16681,41188,퍼브릭아이,37,교육학,EDUCATION
16682,46130,퍼지북스,37,교육학,EDUCATION
16683,45063,유난히 설명이 잘된 수학,41,수학,MATHEMATICS
16684,46131,e-pass zone,37,교육학,EDUCATION
16685,41841,퍼지북스,37,교육학,EDUCATION
16686,41828,평가교육자료원,37,교육학,EDUCATION
16687,46117,모의고사 기출모음집,37,교육학,EDUCATION
16688,74995,참쉬운수학,41,수학,MATHEMATICS
16689,45482,완전변태,37,교육학,EDUCATION
16690,41473,플러스예감,37,교육학,EDUCATION
16691,41198,하비스트(올플커뮤니케이션),37,교육학,EDUCATION
16692,45630,올플 400제,37,교육학,EDUCATION
16693,45322,올플,37,교육학,EDUCATION
16694,45963,올플 나노튜너,37,교육학,EDUCATION
16695,47442,올플 나노,37,교육학,EDUCATION
16696,45736,올플 딕,37,교육학,EDUCATION
16697,45177,올플 나노파워,37,교육학,EDUCATION
16698,47617,3.6.9 수능모의고사모음집,37,교육학,EDUCATION
16699,43854,학력진단연구원,37,교육학,EDUCATION
16700,41610,학천미디어,37,교육학,EDUCATION
16701,45798,수능적중특강,37,교육학,EDUCATION
16702,46105,찜,37,교육학,EDUCATION
16703,46823,SJR FInal,37,교육학,EDUCATION
16704,46824,내점수 수학,41,수학,MATHEMATICS
16705,47119,SG수능기출,37,교육학,EDUCATION
16706,47186,수능마무리 SN,37,교육학,EDUCATION
16707,42568,한결북스,37,교육학,EDUCATION
16708,41187,한국학력평가원,37,교육학,EDUCATION
16709,45829,엑시트,37,교육학,EDUCATION
16710,45658,파이널 엑시트,37,교육학,EDUCATION
16711,45175,엑시트 명쾌통쾌,37,교육학,EDUCATION
16712,45062,엑시트 단기완성,37,교육학,EDUCATION
16713,47512,봉투 모의고사,37,교육학,EDUCATION
16714,43626,한나래,37,교육학,EDUCATION
16715,41177,한솔교육(단단북스),37,교육학,EDUCATION
16716,45852,멘토,37,교육학,EDUCATION
16717,45826,고구마,37,교육학,EDUCATION
16718,45681,돌풍,37,교육학,EDUCATION
16719,47582,카이수학,41,수학,MATHEMATICS
16720,45265,Upgrade! 고품격,37,교육학,EDUCATION
16721,45863,1등급,37,교육학,EDUCATION
16722,45883,동문선,37,교육학,EDUCATION
16723,46939,수능기출백서,37,교육학,EDUCATION
16724,46077,난타,37,교육학,EDUCATION
16725,47133,DMZ 수학,41,수학,MATHEMATICS
16726,42942,한솔GRU,37,교육학,EDUCATION
16727,41385,해냄에듀,37,교육학,EDUCATION
16728,45973,더블체크,37,교육학,EDUCATION
16729,45819,해냄 수능,37,교육학,EDUCATION
16730,45837,기출 플러스,37,교육학,EDUCATION
16731,46857,언해본,37,교육학,EDUCATION
16732,46139,노피현,37,교육학,EDUCATION
16733,46107,신공,37,교육학,EDUCATION
16734,45324,해냄원리,37,교육학,EDUCATION
16735,74915,12종 문학 통합 문제집,80,문학,LITERATURE
16736,47601,영어의구세주,74,영어,ENGLISH
16737,59289,SG 수능기출분석 스타강사,37,교육학,EDUCATION
16738,43818,현재와미래,37,교육학,EDUCATION
16739,41561,화인미디어,37,교육학,EDUCATION
16740,45717,수학거미,41,수학,MATHEMATICS
16741,45674,수능 쿠키 파이널,37,교육학,EDUCATION
16742,45988,쿠키 수능 다푼다,37,교육학,EDUCATION
16743,41533,cookie,37,교육학,EDUCATION
16744,41617,ETOOS.두산동아,37,교육학,EDUCATION
16745,45838,지성술,37,교육학,EDUCATION
16746,45944,모의고사 모음집,37,교육학,EDUCATION
16747,41689,HSedu,37,교육학,EDUCATION
16748,43720,KT정보에듀,37,교육학,EDUCATION
16749,47539,Qook,37,교육학,EDUCATION
16750,45567,별,37,교육학,EDUCATION
16751,45553,Power Up,37,교육학,EDUCATION
16752,47180,I Love Draw,37,교육학,EDUCATION
16753,41483,NewUp(뉴업),37,교육학,EDUCATION
16754,43465,자습서,37,교육학,EDUCATION
16755,38815,_중학교 출판사별,37,교육학,EDUCATION
16756,46016,기통찬,37,교육학,EDUCATION
16757,41755,(주)도전과응전,37,교육학,EDUCATION
16758,41839,(주)수학과창의력,41,수학,MATHEMATICS
16759,46125,Seven Math,41,수학,MATHEMATICS
16760,47150,고공비행,37,교육학,EDUCATION
16761,43006,(주)타임교육,37,교육학,EDUCATION
16762,41738,가즈토이,37,교육학,EDUCATION
16763,46001,청문재,37,교육학,EDUCATION
16764,45686,G&G 수학 1800제,41,수학,MATHEMATICS
16765,46529,G&G 수학 1300제,41,수학,MATHEMATICS
16766,45464,G&G 수학 2000제,41,수학,MATHEMATICS
16767,41453,강남교육,37,교육학,EDUCATION
16768,41101,개념원리수학연구소,41,수학,MATHEMATICS
16769,45968,개념원리 문제은행,41,수학,MATHEMATICS
16770,47590,Go단수,41,수학,MATHEMATICS
16771,44933,개념원리 중학수학,41,수학,MATHEMATICS
16772,45329,개념원리 내신100점,41,수학,MATHEMATICS
16773,74846,예비중학수학,41,수학,MATHEMATICS
16774,74847,중등RPM,41,수학,MATHEMATICS
16775,74841,GO단수,41,수학,MATHEMATICS
16776,74842,중등기본서,41,수학,MATHEMATICS
16777,45330,지앤지 스쿨,37,교육학,EDUCATION
16778,45331,지앤지 특강,37,교육학,EDUCATION
16779,41388,교과서다음,37,교육학,EDUCATION
16780,41401,교육사랑,37,교육학,EDUCATION
16781,45387,내신정석문제집,37,교육학,EDUCATION
16782,40898,교학사,37,교육학,EDUCATION
16783,45394,엄지,37,교육학,EDUCATION
16784,45523,자습서,37,교육학,EDUCATION
16785,46827,쌈,37,교육학,EDUCATION
16786,45668,필승 고입예상문제,37,교육학,EDUCATION
16787,45833,Super(슈퍼),37,교육학,EDUCATION
16788,45746,만점,37,교육학,EDUCATION
16789,47550,나노,37,교육학,EDUCATION
16790,74962,여기다(리그잼),37,교육학,EDUCATION
16791,45149,즐공,37,교육학,EDUCATION
16792,45044,마이코치,37,교육학,EDUCATION
16793,45041,내신상상,37,교육학,EDUCATION
16794,44727,하이코스,37,교육학,EDUCATION
16795,41708,글산,37,교육학,EDUCATION
16796,45964,로댕,37,교육학,EDUCATION
16797,45529,자습서,37,교육학,EDUCATION
16798,45688,아낌없이 주는,37,교육학,EDUCATION
16799,45677,원터치,37,교육학,EDUCATION
16800,45671,한번에 푸는,37,교육학,EDUCATION
16801,45456,내신올리기,37,교육학,EDUCATION
16802,46703,이글루,37,교육학,EDUCATION
16803,45943,내신최강,37,교육학,EDUCATION
16804,45058,리더스,37,교육학,EDUCATION
16805,45066,Reader's Bank,37,교육학,EDUCATION
16806,41086,금성출판사,37,교육학,EDUCATION
16807,41102,김영사,37,교육학,EDUCATION
16808,44935,이 한권으로 끝이다,37,교육학,EDUCATION
16809,47163,다나와,37,교육학,EDUCATION
16810,46826,단감,37,교육학,EDUCATION
16811,45549,꿈틀,37,교육학,EDUCATION
16812,47571,수학나비,41,수학,MATHEMATICS
16813,47549,나비,37,교육학,EDUCATION
16814,74886,Yes영어,74,영어,ENGLISH
16815,74903,꿈틀중학,37,교육학,EDUCATION
16816,74904,수학의모든것,41,수학,MATHEMATICS
16817,74901,콕중등,37,교육학,EDUCATION
16818,45055,딱 걸렸어!,37,교육학,EDUCATION
16819,41184,꿈을담는틀,37,교육학,EDUCATION
16820,41273,내신플러스(내신끝),37,교육학,EDUCATION
16821,45174,(내신플러스)내신끝 수학,41,수학,MATHEMATICS
16822,45146,블로그,37,교육학,EDUCATION
16823,46102,손에 잡히는,37,교육학,EDUCATION
16824,41176,노벨과개미,37,교육학,EDUCATION
16825,43777,노피하이에듀케이션,37,교육학,EDUCATION
16826,47579,NOHA,37,교육학,EDUCATION
16827,40884,능률영어사,74,영어,ENGLISH
16828,74661,중등내신평정,74,영어,ENGLISH
16829,45550,1316 팬클럽,74,영어,ENGLISH
16830,46527,주니어 능률 VOCA,74,영어,ENGLISH
16831,45445,주니어 리스닝튜터,74,영어,ENGLISH
16832,59869,능률중학영어,74,영어,ENGLISH
16833,74808,구문마스터,74,영어,ENGLISH
16834,74810,그래머존,74,영어,ENGLISH
16835,74811,리딩다이어트,74,영어,ENGLISH
16836,74814,외고대비,74,영어,ENGLISH
16837,74815,중학영어듣기,74,영어,ENGLISH
16838,74816,그래머인사이드,74,영어,ENGLISH
16839,74817,주니어리딩엑스퍼트,74,영어,ENGLISH
16840,74818,주니어리스닝엑스퍼트,74,영어,ENGLISH
16842,44706,주니어 리딩튜터,74,영어,ENGLISH
16843,41218,대교출판,37,교육학,EDUCATION
16844,46825,내세움,37,교육학,EDUCATION
16845,46811,일타,37,교육학,EDUCATION
16846,47607,일급수,37,교육학,EDUCATION
16847,45098,내신완성,37,교육학,EDUCATION
16848,45526,7일만에 끝내기,37,교육학,EDUCATION
16850,41211,동화사,37,교육학,EDUCATION
16851,45100,정선 2학기 기말고사 1급 정보파일,37,교육학,EDUCATION
16852,45268,적중 레벨 업,37,교육학,EDUCATION
16853,45631,고입선발고사 예상문제집,37,교육학,EDUCATION
16854,45628,정선 1학기 기말고사 1급 정보파일,37,교육학,EDUCATION
16855,45846,N-Jjang 평가문제집,37,교육학,EDUCATION
16856,45841,동화사 중학교 자습서,37,교육학,EDUCATION
16857,46493,적중 학업성취도평가,37,교육학,EDUCATION
16858,45434,N-Jjang,37,교육학,EDUCATION
16859,47592,내신끝,37,교육학,EDUCATION
16860,43796,두배의느낌,37,교육학,EDUCATION
16861,40883,두산동아,37,교육학,EDUCATION
16862,45818,유격수,37,교육학,EDUCATION
16863,46112,일등예감,37,교육학,EDUCATION
16864,46114,기적내신,37,교육학,EDUCATION
16865,45389,내신평가문제집,37,교육학,EDUCATION
16866,45124,기말고사 완전정복,37,교육학,EDUCATION
16867,44877,Vitamin,37,교육학,EDUCATION
16868,45081,내신 셤 ZZANG,37,교육학,EDUCATION
16869,44767,자습서,37,교육학,EDUCATION
16870,44884,뜯어먹는 시리즈,37,교육학,EDUCATION
16871,45186,내신만점,37,교육학,EDUCATION
16872,59824,중등하이탑,37,교육학,EDUCATION
16873,74792,OOin,37,교육학,EDUCATION
16874,44703,수 프로젝트,37,교육학,EDUCATION
16875,45486,중간고사 완전정복,37,교육학,EDUCATION
16876,60069,수학제패,41,수학,MATHEMATICS
16877,46072,100점 기출문제집,37,교육학,EDUCATION
16878,45531,Why Grammar,37,교육학,EDUCATION
16879,45532,How to Read,37,교육학,EDUCATION
16880,45537,최상위 수학,41,수학,MATHEMATICS
16881,45791,자습서,37,교육학,EDUCATION
16882,45792,평가문제집,37,교육학,EDUCATION
16883,59665,오디,37,교육학,EDUCATION
16884,45740,중학수학,41,수학,MATHEMATICS
16885,45756,이어폰,37,교육학,EDUCATION
16886,46630,알찬 기출문제집,37,교육학,EDUCATION
16887,74671,톡!서술형,37,교육학,EDUCATION
16888,74837,내신시험마스터,37,교육학,EDUCATION
16889,44705,투탑,37,교육학,EDUCATION
16890,46443,최고득점,37,교육학,EDUCATION
16891,40882,디딤돌,37,교육학,EDUCATION
16892,41386,루핑,37,교육학,EDUCATION
16893,45325,하이루,37,교육학,EDUCATION
16894,45725,Simple & Easy 특경넘기,37,교육학,EDUCATION
16895,45726,Simple & Easy,37,교육학,EDUCATION
16896,41564,링구아포럼,37,교육학,EDUCATION
16897,41213,마더텅,37,교육학,EDUCATION
16898,46013,중학영문법연습 3800제,37,교육학,EDUCATION
16899,46014,중학 국어.생활국어 유형별 실전문제집,37,교육학,EDUCATION
16900,46015,처음 만나는 중학 수능형 영문독해,37,교육학,EDUCATION
16901,45094,100% 실전대비 중학영어듣기 20회 모의고사,74,영어,ENGLISH
16902,45742,100% 실전대비 중학영어듣기 24회 모의고사,74,영어,ENGLISH
16903,74664,중학영어독해,74,영어,ENGLISH
16904,45582,주니어 보이는 독해,37,교육학,EDUCATION
16905,41503,맨투맨,37,교육학,EDUCATION
16906,40903,미래엔(대한교과서),37,교육학,EDUCATION
16907,44771,봐 시리즈,37,교육학,EDUCATION
16908,47576,매쓰블릭,37,교육학,EDUCATION
16909,47577,싸이젠,37,교육학,EDUCATION
16910,46504,고입선발 적중예상,37,교육학,EDUCATION
16911,46525,유별난,37,교육학,EDUCATION
16912,46098,일등급,37,교육학,EDUCATION
16913,44915,아자 중학교,37,교육학,EDUCATION
16914,45748,우리학교 기말고사,37,교육학,EDUCATION
16915,45171,깜지 중학,37,교육학,EDUCATION
16916,44956,우리학교 중간고사,37,교육학,EDUCATION
16917,45038,내신특강,37,교육학,EDUCATION
16918,45500,대한교과서 중학교 자습서,37,교육학,EDUCATION
16919,45501,대한교과서 평가문제집,37,교육학,EDUCATION
16920,45511,황제수학,41,수학,MATHEMATICS
16921,60156,1등만들기,37,교육학,EDUCATION
16922,41531,블랙박스(진학사),37,교육학,EDUCATION
16923,46115,블랙박스,37,교육학,EDUCATION
16924,45673,두드림,37,교육학,EDUCATION
16925,45749,앎세포,37,교육학,EDUCATION
16926,46736,한끝 영어,74,영어,ENGLISH
16927,46852,수학의 신,41,수학,MATHEMATICS
16928,47589,유형아작,37,교육학,EDUCATION
16929,47581,완자알집,37,교육학,EDUCATION
16930,45096,내공의 힘,37,교육학,EDUCATION
16931,45102,개념+유형,37,교육학,EDUCATION
16932,44940,한권으로 끝내기/시작하기,37,교육학,EDUCATION
16933,45467,오투,37,교육학,EDUCATION
16934,45468,완자,37,교육학,EDUCATION
16935,45509,해피뉴이어 중학영어듣기,74,영어,ENGLISH
16936,41104,비유와상징,37,교육학,EDUCATION
16937,41488,비전,37,교육학,EDUCATION
16938,45571,우선순위,37,교육학,EDUCATION
16939,46991,쭉쭉 읽어라,37,교육학,EDUCATION
16940,45975,DMZ,37,교육학,EDUCATION
16941,41726,삼성출판사,37,교육학,EDUCATION
16942,41619,삼일교육,37,교육학,EDUCATION
16943,45842,지식 영토확장,37,교육학,EDUCATION
16944,46152,특강 지식영토확장,37,교육학,EDUCATION
16945,45156,라이브 비켜 T.T.T,37,교육학,EDUCATION
16946,41251,샘물출판사,37,교육학,EDUCATION
16947,58541,성지출판,37,교육학,EDUCATION
16948,41810,수학은국력,41,수학,MATHEMATICS
16949,46085,윈윈수학,41,수학,MATHEMATICS
16950,46095,헤드투헤드,41,수학,MATHEMATICS
16951,46096,문제은행 3000제,41,수학,MATHEMATICS
16952,46446,기출문제 즐겨찾기,37,교육학,EDUCATION
16953,41947,스터디메이트,37,교육학,EDUCATION
16954,42077,시사외국어사,37,교육학,EDUCATION
16955,46473,실전 기출문제,37,교육학,EDUCATION
16956,59770,GQ 시리즈,37,교육학,EDUCATION
16957,59771,파이어 시리즈,37,교육학,EDUCATION
16958,59772,레볼루션시리즈,37,교육학,EDUCATION
16959,46087,천일문 기초편,37,교육학,EDUCATION
16960,41811,쎄듀,37,교육학,EDUCATION
16961,41286,쓰리텀,37,교육학,EDUCATION
16962,45283,쓰리텀,37,교육학,EDUCATION
16963,45741,선행수학,41,수학,MATHEMATICS
16964,45744,선행영어,74,영어,ENGLISH
16965,46517,학업성취도평가 기출문제집,37,교육학,EDUCATION
16966,74938,보물찾기,37,교육학,EDUCATION
16967,42238,아이옥스,37,교육학,EDUCATION
16968,41194,에듀왕,37,교육학,EDUCATION
16969,74662,공부의신 내신UP,37,교육학,EDUCATION
16970,45636,루라,37,교육학,EDUCATION
16971,45633,하이,37,교육학,EDUCATION
16972,45634,도도,37,교육학,EDUCATION
16973,45076,왕수학,41,수학,MATHEMATICS
16974,46829,공부의 신,37,교육학,EDUCATION
16975,46855,공부의 신 싹쓸이,37,교육학,EDUCATION
16976,45762,원츄,37,교육학,EDUCATION
16977,46629,SOS 긴급출동,37,교육학,EDUCATION
16978,74928,속깊은중등,37,교육학,EDUCATION
16979,74680,공부의신 사회,37,교육학,EDUCATION
16980,74681,공부의신 과학,40,자연과학,NATURAL_SCIENCE
16981,74682,공부의신 S수학,41,수학,MATHEMATICS
16982,74683,공부의신 특강,37,교육학,EDUCATION
16983,74684,공부의신 VOCA,37,교육학,EDUCATION
16984,74685,공부의신 수학,41,수학,MATHEMATICS
16985,47552,인프라,37,교육학,EDUCATION
16986,43743,에듀탑,37,교육학,EDUCATION
16987,41728,에이급출판사,37,교육학,EDUCATION
16988,45977,에이급 수학,41,수학,MATHEMATICS
16989,45978,에이급 원리해설수학,41,수학,MATHEMATICS
16990,45982,특목고 미리보기,37,교육학,EDUCATION
16991,45983,특목고 슈멩,37,교육학,EDUCATION
16992,47339,내신포커싱,37,교육학,EDUCATION
16993,43438,에이블북스,37,교육학,EDUCATION
16994,41614,엘타(ELTA),37,교육학,EDUCATION
16995,46881,Understand,37,교육학,EDUCATION
16996,45814,워드샵,37,교육학,EDUCATION
16997,45815,디렉터,37,교육학,EDUCATION
16998,60133,Reading Complete,74,영어,ENGLISH
16999,60134,Reading Street,74,영어,ENGLISH
17000,60135,I Read,74,영어,ENGLISH
17001,60136,Listening Complete,74,영어,ENGLISH
17002,60137,Listen To Me,74,영어,ENGLISH
17003,60138,Listen Carefully,74,영어,ENGLISH
17004,60139,문제로 문법책,74,영어,ENGLISH
17005,60140,Grammar Complete,74,영어,ENGLISH
17006,60141,Xpert TOEFL Actual Test,74,영어,ENGLISH
17007,60142,Xpert TEPS Actual Test,74,영어,ENGLISH
17008,59085,영어책,74,영어,ENGLISH
17009,41688,영재교육방송,37,교육학,EDUCATION
17010,45941,Line-up(라인업),37,교육학,EDUCATION
17011,45078,언어영역 마법사,70,언어,LANGUAGE
17012,41195,위즈북스,37,교육학,EDUCATION
17013,42588,유웨이북스,37,교육학,EDUCATION
17014,46846,틴클,37,교육학,EDUCATION
17015,60105,중학영단어,37,교육학,EDUCATION
17016,58807,은파윈쓰리,37,교육학,EDUCATION
17017,42573,이든누리,37,교육학,EDUCATION
17018,47020,내신 샵,37,교육학,EDUCATION
17019,46828,소나무,37,교육학,EDUCATION
17020,45082,알지,37,교육학,EDUCATION
17021,41199,인앤아웃,37,교육학,EDUCATION
17022,41485,적중닷컴,37,교육학,EDUCATION
17023,45568,적중닷컴 중간고사,37,교육학,EDUCATION
17024,45974,적중닷컴 기말고사,37,교육학,EDUCATION
17025,46460,Win Top,37,교육학,EDUCATION
17026,45942,적중TOP,37,교육학,EDUCATION
17027,45541,The M(디:엠),37,교육학,EDUCATION
17028,45099,파란,37,교육학,EDUCATION
17029,46099,우공비,37,교육학,EDUCATION
17030,45739,쎈 수학,41,수학,MATHEMATICS
17031,47547,Concept,37,교육학,EDUCATION
17032,59817,진짜영문법,37,교육학,EDUCATION
17033,46708,우공비Q,37,교육학,EDUCATION
17034,74894,아톰과학,40,자연과학,NATURAL_SCIENCE
17035,74895,스톰사회,37,교육학,EDUCATION
17036,74836,일품중등,37,교육학,EDUCATION
17037,46215,팝콘영어,74,영어,ENGLISH
17038,41219,좋은책,37,교육학,EDUCATION
17039,40889,중앙교육진흥연구소,37,교육학,EDUCATION
17040,45384,A+ 필수,37,교육학,EDUCATION
17041,45622,고입예상문제집,37,교육학,EDUCATION
17042,45563,중앙교육진흥연구소 중학교 자습서,37,교육학,EDUCATION
17043,45101,A+ RGO,37,교육학,EDUCATION
17044,45796,자습서,37,교육학,EDUCATION
17045,46455,전과목 만점예감,37,교육학,EDUCATION
17046,46871,A+ 오키도키,37,교육학,EDUCATION
17047,45766,내신 평가문항집,37,교육학,EDUCATION
17048,44709,교과서 평가문항집,37,교육학,EDUCATION
17049,41087,중앙입시교육연구원,37,교육학,EDUCATION
17050,47160,튜터,37,교육학,EDUCATION
17051,45220,암기과목 족집게 예상문제,37,교육학,EDUCATION
17052,47016,난다 비오비,37,교육학,EDUCATION
17053,41060,지학사,45,지학,GEOLOGY
17054,74971,쓰기노트,45,지학,GEOLOGY
17055,44885,클루 중학시리즈,45,지학,GEOLOGY
17056,45559,지학사 중학 자습서,45,지학,GEOLOGY
17057,45556,하이라이트 중간고사,45,지학,GEOLOGY
17058,45557,특강,45,지학,GEOLOGY
17059,45664,하이라이트 기말고사,45,지학,GEOLOGY
17060,45680,우수문항 평가,45,지학,GEOLOGY
17061,45790,내 책상위의,45,지학,GEOLOGY
17062,45757,고난도,45,지학,GEOLOGY
17063,47543,독서평설,45,지학,GEOLOGY
17064,59294,내신만점 방과후특강,45,지학,GEOLOGY
17065,74965,The Real English,45,지학,GEOLOGY
17066,74966,풍산자필수유형,45,지학,GEOLOGY
17067,74967,교과서뛰어넘기,45,지학,GEOLOGY
17068,74968,1등급중학국어,45,지학,GEOLOGY
17069,74969,내책상위의,45,지학,GEOLOGY
17070,74970,비법,45,지학,GEOLOGY
17071,74838,내신만점,45,지학,GEOLOGY
17072,45047,하이라이트 평가문제집,45,지학,GEOLOGY
17073,43554,찬스(chance),37,교육학,EDUCATION
17074,47441,만점 찬스(중간/기말),37,교육학,EDUCATION
17075,59557,똑똑샘 국어,37,교육학,EDUCATION
17076,74829,탐나는국어,37,교육학,EDUCATION
17077,74830,중간/기말고사,37,교육학,EDUCATION
17078,58111,창비,37,교육학,EDUCATION
17079,43009,창의와공감(창공),37,교육학,EDUCATION
17080,47151,공감대,37,교육학,EDUCATION
17081,40881,천재교육,37,교육학,EDUCATION
17082,46885,해법 수준별,37,교육학,EDUCATION
17083,46844,해법 스쿨 플러스,37,교육학,EDUCATION
17084,45832,교과서평가문제,37,교육학,EDUCATION
17085,45669,싱크로드,37,교육학,EDUCATION
17086,45670,천재교육 중학교 자습서,37,교육학,EDUCATION
17087,45684,올백 기출문제집,37,교육학,EDUCATION
17088,45690,해법 신입생,37,교육학,EDUCATION
17089,46100,해법 열공,37,교육학,EDUCATION
17090,45972,유형별 해법수학,41,수학,MATHEMATICS
17091,46894,셀파,37,교육학,EDUCATION
17092,47587,수준별 중학 영어,74,영어,ENGLISH
17093,45126,기말고사 예상문제,37,교육학,EDUCATION
17094,45266,체크체크,37,교육학,EDUCATION
17095,45190,테마특강,37,교육학,EDUCATION
17096,59407,Listen Up 중학 영어듣기 모의고사 2+16+2,74,영어,ENGLISH
17097,59766,수준별 중학 수학,41,수학,MATHEMATICS
17098,45784,천재 2000제,37,교육학,EDUCATION
17099,47541,해법 2000제,37,교육학,EDUCATION
17100,45580,고입예상문제집,37,교육학,EDUCATION
17101,45601,중간고사 예상문제,37,교육학,EDUCATION
17102,74964,올인수학기출,41,수학,MATHEMATICS
17103,74741,셀파시리즈,37,교육학,EDUCATION
17104,74742,2000시리즈,37,교육학,EDUCATION
17105,74743,핫이슈 수학,41,수학,MATHEMATICS
17106,74744,기출트렌드,37,교육학,EDUCATION
17107,74745,수준별시리즈,37,교육학,EDUCATION
17108,74746,해법고입총정리,37,교육학,EDUCATION
17109,74747,고입선발 모의고사,37,교육학,EDUCATION
17110,74753,스쿨플러스,37,교육학,EDUCATION
17111,44702,해법수학문제집,41,수학,MATHEMATICS
17112,44704,일등수학,41,수학,MATHEMATICS
17113,45046,필시리즈,37,교육학,EDUCATION
17114,45061,로드맵,37,교육학,EDUCATION
17115,45503,최고수준 해법수학,41,수학,MATHEMATICS
17116,45494,해법 시리즈,37,교육학,EDUCATION
17117,44720,Hello 시리즈,37,교육학,EDUCATION
17118,42432,케이스,37,교육학,EDUCATION
17119,46613,한통속,37,교육학,EDUCATION
